노선ID,노선번호,정류소순번,정류소명,노드ID
5201002F00,1002-F,75,거제교회,193850102
5291303000,연제구3,11,화랑아파트,193850103
5291303000,연제구3,12,쌍용더플래티넘거제아시아드,193850104
5291303000,연제구3,27,레이카운티2단지,193850201
5200080000,80,73,거제리안동네,193850301
5200131000,131,114,거제리안동네,193850301
5201002F00,1002-F,91,거제리안동네,193850301
5200080000,80,74,거성교차로,193850302
5200131000,131,115,거성교차로,193850302
5201002F00,1002-F,92,거성교차로,193850302
5200080000,80,72,거제교회,193860301
5200131000,131,113,거제교회,193860301
5201002F00,1002-F,90,거제교회,193860301
5291303000,연제구3,26,대우아파트,193860302
5200010000,10,96,경남아파트,193870101
5200044000,44,77,경남아파트,193870101
5200077000,77,34,경남아파트,193870101
5200111000,111,70,경남아파트,193870101
5200031000,31,112,경남아파트,193870102
5200043000,43,96,경남아파트,193870102
5200052000,52,80,경남아파트,193870102
5200129100,129-1,89,경남아파트,193870102
5200506000,506,42,경남아파트,193870102
5200054000,54,88,동해선거제역,193880201
5200105000,105,6,동해선거제역,193880201
5200044000,44,78,법원검찰청,193880301
5200111000,111,71,법원검찰청,193880301
5200005100,5-1,101,신리삼거리,193890101
5200063000,63,89,신리삼거리,193890101
5200141000,141,71,신리삼거리,193890101
5200141F00,141-F,59,신리삼거리,193890101
5200005100,5-1,45,신리삼거리,193890301
5200020000,20,26,신리삼거리,193890301
5200057000,57,38,신리삼거리,193890301
5200062000,62,16,신리삼거리,193890301
5200063000,63,41,신리삼거리,193890301
5200131000,131,105,신리삼거리,193890301
5200141000,141,30,신리삼거리,193890301
5200141F00,141-F,31,신리삼거리,193890301
5200042000,42,24,망미주공아파트,193900201
5200049000,49,47,망미주공아파트,193900201
5200054000,54,99,망미주공아파트,193900201
5200057000,57,30,망미주공아파트,193900201
5200210000,210,40,망미주공아파트,193900201
5200020000,20,47,배산역.만화도서관,193920201
5200051000,51,44,배산역.만화도서관,193920201
5200057000,57,69,배산역.만화도서관,193920201
5200062000,62,77,배산역.만화도서관,193920201
5200131000,131,51,배산역.만화도서관,193920201
5291306000,연제구6,36,연산3동새마을금고.연제만화도서관,193920202
5291307000,연제구7,36,연산3동새마을금고.연제만화도서관,193920202
5200005100,5-1,102,한독아파트,193930101
5200063000,63,90,한독아파트,193930101
5200141000,141,72,한독아파트,193930101
5200141F00,141-F,60,한독아파트,193930101
5200020000,20,46,한독아파트,193930102
5200051000,51,43,한독아파트,193930102
5200057000,57,68,한독아파트,193930102
5200062000,62,76,한독아파트,193930102
5200131000,131,50,한독아파트,193930102
5291302000,연제구2,63,연산종합사회복지관,193930201
5291302000,연제구2,64,힐스테이트2차상가앞,193930202
5291302000,연제구2,62,한독아파트,193930203
5200005100,5-1,44,한독아파트,193930301
5200020000,20,25,한독아파트,193930301
5200051000,51,88,한독아파트,193930301
5200057000,57,37,한독아파트,193930301
5200062000,62,15,한독아파트,193930301
5200063000,63,40,한독아파트,193930301
5200131000,131,104,한독아파트,193930301
5200141000,141,29,한독아파트,193930301
5200141F00,141-F,30,한독아파트,193930301
5291307000,연제구7,3,동서그린아파트,193950201
5291307000,연제구7,4,동암학교,193950202
5291307000,연제구7,50,엘지아파트,193960301
5291307000,연제구7,49,연제경찰서,193960302
5291303000,연제구3,21,시청역,193990203
5291301000,연제구1,14,시청역,194000101
5291302000,연제구2,18,시청역,194000101
5291302000,연제구2,53,시청역,194000101
5291306000,연제구6,23,시청역,194000101
5291307000,연제구7,23,시청역,194000101
5200131000,131,46,부산지방노동청.국세청,194000201
5200141000,141,68,부산지방노동청.국세청,194000201
5291303000,연제구3,22,부산경찰청,194000302
5291306000,연제구6,33,동명초등학교,194020102
5291307000,연제구7,33,동명초등학교,194020102
5291306000,연제구6,35,연미시장입구,194020103
5291307000,연제구7,35,연미시장입구,194020103
5291306000,연제구6,34,연제고등학교,194020104
5291307000,연제구7,34,연제고등학교,194020104
5291306000,연제구6,32,연제중학교,194020105
5291307000,연제구7,32,연제중학교,194020105
5291303000,연제구3,30,곰두리스포츠센터,194040101
5291303000,연제구3,29,레이카운티4단지,194040103
5291303000,연제구3,32,만수사,194040104
5291303000,연제구3,31,청구아파트,194040105
5291303000,연제구3,9,거제여중입구,194040302
5291303000,연제구3,10,레이카운티2단지,194050102
5291303000,연제구3,19,거제시장,194060101
5291303000,연제구3,24,거제청과시장,194060401
5291303000,연제구3,25,거제3동새마을금고,194060402
5291303000,연제구3,23,시청공원,194080401
5291301000,연제구1,8,연산전화국,194110101
5290511000,부산진구11,2,양정포레힐즈스위첸,194110201
5290511000,부산진구11,1,연산전화국,194110202
5291301000,연제구1,21,이마트연제점,194120301
5291301000,연제구1,26,연산더샵아파트정문앞,194140201
5291301000,연제구1,17,삼일아파트,194150201
5291301000,연제구1,16,연산2동행정복지센터,194150202
5291301000,연제구1,19,연산시장,194150203
5291301000,연제구1,18,연산초등학교후문,194150204
5291302000,연제구2,20,보성아파트,194150401
5291302000,연제구2,55,보성아파트,194150401
5291306000,연제구6,25,보성아파트,194150401
5291307000,연제구7,25,보성아파트,194150401
5291302000,연제구2,21,태경빌라,194150402
5291302000,연제구2,56,태경빌라,194150402
5291306000,연제구6,26,태경빌라,194150402
5291307000,연제구7,26,태경빌라,194150402
5200051000,51,40,연산초등학교,194160101
5200189000,189,49,연산초등학교,194160101
5291302000,연제구2,46,롯데데시앙정문,194160102
5291302000,연제구2,57,롯데데시앙정문,194160102
5291306000,연제구6,27,롯데데시앙정문,194160102
5291302000,연제구2,47,연산초등학교,194160103
5291302000,연제구2,58,연산초등학교,194160103
5291307000,연제구7,27,연산초등학교,194160103
5200051000,51,92,반도보라아파트,194160301
5200189000,189,51,반도보라아파트,194160301
5291302000,연제구2,23,반도보라아파트,194160302
5291302000,연제구2,22,케이티앤지부산본부,194160303
5291302000,연제구2,10,연산종합사회복지관,194170201
5291302000,연제구2,9,힐스테이트2차상가앞,194170202
5291302000,연제구2,11,한독아파트,194170203
5291302000,연제구2,65,회전교차로,194170301
5200050000,50,56,법원검찰청정문,194240101
5200054000,54,32,법원검찰청정문,194240101
5200054000,54,87,법원검찰청정문,194250301
5200050000,50,57,법원후문,194360301
5200054000,54,33,법원후문,194360301
5200050000,50,58,거제리대조연립,194360302
5200054000,54,34,거제리대조연립,194360302
5200054000,54,85,거제리대조연립,194370101
5200054000,54,86,법원후문,194370102
5200050000,50,59,남문초.연제우체국,194370201
5200054000,54,35,남문초.연제우체국,194370201
5200105000,105,2,남문초.연제우체국,194370201
5200050000,50,60,현대쌍용아파트,194370202
5200054000,54,36,현대쌍용아파트,194370202
5200105000,105,3,현대쌍용아파트,194370202
5290517000,부산진구17,37,남문초.연제우체국,194370203
5290517000,부산진구17,38,현대쌍용아파트,194370204
5200054000,54,4,수영강푸르지오아파트,194380101
5200100000,100,91,수영강푸르지오아파트,194380101
5200100100,100-1,81,수영강푸르지오아파트,194380101
5200115000,115,4,수영강푸르지오아파트,194380101
5200307000,307,97,수영강푸르지오아파트,194380101
5200054000,54,114,연제예식장,194380201
5200100000,100,40,연제예식장,194380201
5200100100,100-1,30,연제예식장,194380201
5200115000,115,65,연제예식장,194380201
5200307000,307,22,연제예식장,194380201
5200010000,10,116,사직실내수영장,194420101
5200210000,210,103,사직실내수영장,194420101
5290517000,부산진구17,43,사직실내수영장,194420102
5200010000,10,8,아시아드주경기장,194420201
5200210000,210,8,아시아드주경기장,194420201
5290517000,부산진구17,15,아시아드주경기장,194420202
5200008000,8,57,구학초등학교,194430101
5200015000,15,49,구학초등학교,194430101
5200067000,67,63,구학초등학교,194430101
5200161000,161,69,구학초등학교,194430101
5200168000,168,73,구학초등학교,194430101
5290510100,부산진구10-1,17,구학초등학교,194430201
5200008000,8,35,구덕고교,194430301
5200015000,15,72,구덕고교,194430301
5200067000,67,33,구덕고교,194430301
5200161000,161,50,구덕고교,194430301
5200168000,168,28,구덕고교,194430301
5200008000,8,36,여성문화회관,194430302
5200015000,15,73,여성문화회관,194430302
5200067000,67,34,여성문화회관,194430302
5200161000,161,51,여성문화회관,194430302
5200168000,168,29,여성문화회관,194430302
5203003000,3003,16,여성문화회관,194430302
5290510100,부산진구10-1,22,구덕고등학교,194430303
5290510100,부산진구10-1,21,구덕극동아파트,194430304
5290510100,부산진구10-1,23,축산물도매시장,194430305
5200008000,8,34,구학초등학교,194440201
5200015000,15,71,구학초등학교,194440201
5200067000,67,32,구학초등학교,194440201
5200161000,161,49,구학초등학교,194440201
5200168000,168,27,구학초등학교,194440201
5290510100,부산진구10-1,20,구학초등학교,194440202
5200068000,68,70,주례사거리,194450101
5200128100,128-1,49,주례사거리,194450101
5200168000,168,32,주례사거리,194450101
5290510100,부산진구10-1,28,주례사거리,194450102
5291503000,사상구3,16,주례사거리,194450102
5291503100,사상구3-1,15,주례사거리,194450102
5291505200,사상구5-2,1,주례사거리,194450102
5291503000,사상구3,8,신진정비공장,194450301
5200068000,68,36,다누림센터·부산구치소,194450401
5200128100,128-1,66,다누림센터·부산구치소,194450401
5200168000,168,69,다누림센터·부산구치소,194450401
5200068000,68,37,학장,194450402
5200128100,128-1,67,학장,194450402
5200168000,168,70,학장,194450402
5290510100,부산진구10-1,13,다누림센터.부산구치소,194450501
5291503100,사상구3-1,8,다누림센터.부산구치소,194450501
5290510100,부산진구10-1,14,학장,194450502
5200008000,8,37,학장교차로,194460101
5200015000,15,74,학장교차로,194460101
5200061000,61,133,학장교차로,194460101
5200161000,161,52,학장교차로,194460101
5200068000,68,68,동양아파트,194460201
5200128100,128-1,47,동양아파트,194460201
5200168000,168,30,동양아파트,194460201
5200068000,68,69,다누림센터·부산구치소,194460202
5200128100,128-1,48,다누림센터·부산구치소,194460202
5200168000,168,31,다누림센터·부산구치소,194460202
5200067000,67,35,학장교차로,194460401
5200068000,68,38,학장교차로,194460401
5200077000,77,2,학장교차로,194460401
5200110000,110,1,학장교차로,194460401
5200128100,128-1,68,학장교차로,194460401
5290510100,부산진구10-1,25,동양아파트,194460501
5291503100,사상구3-1,13,동양아파트,194460501
5290510100,부산진구10-1,24,학장교차로,194460502
5291503100,사상구3-1,12,학장교차로,194460502
5200126000,126,112,삼락동,194470101
5200126000,126,28,국제식품,194470301
5200077000,77,4,경북철강,194510101
5200110000,110,3,경북철강,194510101
5200338000,338,47,경북철강,194510101
5200061000,61,131,경북철강,194510301
5200338000,338,82,경북철강,194510301
5200061000,61,132,유유철강,194510302
5200338000,338,83,유유철강,194510302
5200138100,138-1,29,산업용품상가,194520101
5200128100,128-1,64,주감초등학교,194540201
5200129100,129-1,69,주감초등학교,194540201
5200133000,133,40,주감초등학교,194540201
5200169100,169-1,31,주감초등학교,194540201
5200128100,128-1,51,백양마을,194540301
5200129100,129-1,56,백양마을,194540301
5200133100,133-1,24,백양마을,194540301
5200169100,169-1,68,백양마을,194540301
5200128100,128-1,52,주감중학교,194540302
5200129100,129-1,57,주감중학교,194540302
5200133100,133-1,25,주감중학교,194540302
5200169100,169-1,69,주감중학교,194540302
5200128100,128-1,53,사상근린공원,194540303
5200129100,129-1,58,사상근린공원,194540303
5200133100,133-1,26,사상근린공원,194540303
5200169100,169-1,70,사상근린공원,194540303
5200128100,128-1,54,부산솔빛학교.능인사,194540304
5200129100,129-1,59,부산솔빛학교.능인사,194540304
5200133100,133-1,27,부산솔빛학교.능인사,194540304
5200169100,169-1,71,부산솔빛학교.능인사,194540304
5291502100,사상구2-1,10,주감중학교,194540305
5200015000,15,38,서부시외버스터미널.사상역,194550102
5200031000,31,90,서부시외버스터미널.사상역,194550102
5200033000,33,83,서부시외버스터미널.사상역,194550102
5200059000,59,28,서부시외버스터미널.사상역,194550102
5200062000,62,51,서부시외버스터미널.사상역,194550102
5200110000,110,90,서부시외버스터미널.사상역,194550102
5200123000,123,43,서부시외버스터미널.사상역,194550102
5200138100,138-1,36,서부시외버스터미널.사상역,194550102
5200160000,160,25,서부시외버스터미널.사상역,194550102
5200169000,169,92,서부시외버스터미널.사상역,194550102
5200338000,338,76,서부시외버스터미널.사상역,194550102
5201004F00,1004-F,42,서부시외버스터미널.사상역,194550102
5291501100,사상구1-1,47,서부시외버스터미널.사상역,194550103
5291507000,사상구7,45,서부시외버스터미널.사상역,194550103
5200015000,15,82,사상초등학교,194550301
5200031000,31,67,사상초등학교,194550301
5200033000,33,33,사상초등학교,194550301
5200059000,59,105,사상초등학교,194550301
5200062000,62,40,사상초등학교,194550301
5200110000,110,13,사상초등학교,194550301
5200123000,123,92,사상초등학교,194550301
5200160000,160,78,사상초등학교,194550301
5200169000,169,30,사상초등학교,194550301
5200338000,338,53,사상초등학교,194550301
5201004F00,1004-F,114,사상초등학교,194550301
5291501100,사상구1-1,5,사상초등학교,194550302
5200077000,77,100,괘법르네시떼역.르네시떼,194560301
5200110000,110,91,괘법르네시떼역.르네시떼,194560301
5200138100,138-1,124,괘법르네시떼역.르네시떼,194560301
5203003000,3003,21,괘법르네시떼역.르네시떼,194560301
5203005000,3005,41,괘법르네시떼역.르네시떼,194560301
5291501100,사상구1-1,1,괘법르네시떼역.르네시떼,194560302
5291501100,사상구1-1,48,괘법르네시떼역.르네시떼,194560302
5291507000,사상구7,1,괘법르네시떼역.르네시떼,194560302
5200031000,31,64,삼대한의원,194570301
5200033000,33,30,삼대한의원,194570301
5200061000,61,122,삼대한의원,194570301
5200062000,62,37,삼대한의원,194570301
5200138100,138-1,121,삼대한의원,194570301
5200160000,160,75,삼대한의원,194570301
5200161000,161,56,삼대한의원,194570301
5200169000,169,27,삼대한의원,194570301
5200186000,186,68,삼대한의원,194570301
5201004F00,1004-F,111,삼대한의원,194570301
5200031000,31,65,사상우체국,194570302
5200033000,33,31,사상우체국,194570302
5200061000,61,123,사상우체국,194570302
5200062000,62,38,사상우체국,194570302
5200138100,138-1,122,사상우체국,194570302
5200160000,160,76,사상우체국,194570302
5200161000,161,57,사상우체국,194570302
5200169000,169,28,사상우체국,194570302
5200186000,186,69,사상우체국,194570302
5201004F00,1004-F,112,사상우체국,194570302
5200077000,77,96,감전초등학교,194580301
5200077000,77,97,감전시장입구,194580302
5200067000,67,4,개금시장,194590201
5200167000,167,4,개금시장,194590201
5200067000,67,5,백병원입구,194590202
5200167000,167,5,백병원입구,194590202
5290510100,부산진구10-1,4,개금시장,194590203
5290510100,부산진구10-1,5,백병원입구,194590204
5200067000,67,92,주례여자고등학교,194590301
5200167000,167,96,주례여자고등학교,194590301
5290510100,부산진구10-1,37,개금현대아파트,194590302
5291505000,사상구5,8,개금현대아파트,194590302
5291505100,사상구5-1,3,개금현대아파트,194590302
5291505200,사상구5-2,12,개금현대아파트,194590302
5291503000,사상구3,9,주례지구대,194620201
5291502000,사상구2,23,동서대KIT생활관,194640201
5291502000,사상구2,24,동서대글로벌빌리지,194640202
5291502000,사상구2,22,동서대후문,194640203
5291503000,사상구3,15,주례지구대,194650301
5200129100,129-1,71,반도보라아파트,194670101
5200133000,133,42,반도보라아파트,194670101
5200169100,169-1,33,반도보라아파트,194670101
5291502200,사상구2-2,17,주양초등학교운동장,194670201
5200129100,129-1,54,보훈병원,194680301
5200133100,133-1,22,보훈병원,194680301
5200169100,169-1,66,보훈병원,194680301
5291502200,사상구2-2,18,부산보훈병원,194680401
5200016000,16,93,엄궁초등학교.동백맨션,194690101
5200067000,67,42,엄궁초등학교.동백맨션,194690101
5200108000,108,46,엄궁초등학교.동백맨션,194690101
5200123000,123,57,엄궁초등학교.동백맨션,194690101
5200016000,16,94,대림아파트,194690102
5200067000,67,43,대림아파트,194690102
5200108000,108,47,대림아파트,194690102
5200123000,123,58,대림아파트,194690102
5200016000,16,7,엄궁롯데캐슬,194690201
5200016000,16,5,대림아파트,194700101
5200123000,123,75,대림아파트,194700101
5200016000,16,6,동백맨션,194700102
5200123000,123,76,동백맨션,194700102
5200016000,16,96,코오롱아파트후문,194700201
5200067000,67,45,코오롱아파트후문,194700201
5200108000,108,49,코오롱아파트후문,194700201
5200123000,123,60,코오롱아파트후문,194700201
5200016000,16,97,쌍용스윗닷홈,194700202
5200067000,67,46,쌍용스윗닷홈,194700202
5200108000,108,50,쌍용스윗닷홈,194700202
5200123000,123,61,쌍용스윗닷홈,194700202
5200016000,16,95,코오롱아파트정문,194700203
5200067000,67,44,코오롱아파트정문,194700203
5200108000,108,48,코오롱아파트정문,194700203
5200123000,123,59,코오롱아파트정문,194700203
5200016000,16,98,대동아파트,194700204
5200067000,67,47,대동아파트,194700204
5200108000,108,51,대동아파트,194700204
5200123000,123,62,대동아파트,194700204
5200016000,16,8,엄궁초등학교,194710401
5200016000,16,9,(구)엄궁동부산은행,194710402
5200016000,16,99,한신아파트후문,194720301
5200067000,67,48,한신아파트후문,194720301
5200108000,108,52,한신아파트후문,194720301
5200123000,123,63,한신아파트후문,194720301
5200016000,16,100,엄궁(기점),194720302
5200067000,67,49,한신아파트정문,194720303
5200108000,108,53,한신아파트정문,194720303
5200123000,123,64,한신아파트정문,194720303
5200016000,16,88,엄궁한신1차아파트,194730101
5200067000,67,51,엄궁한신1차아파트,194730101
5200068000,68,58,엄궁한신1차아파트,194730101
5200108000,108,55,엄궁한신1차아파트,194730101
5200123000,123,66,엄궁한신1차아파트,194730101
5200126000,126,94,엄궁한신1차아파트,194730101
5200128100,128-1,37,엄궁한신1차아파트,194730101
5200138000,138,21,엄궁한신1차아파트,194730101
5200138100,138-1,20,엄궁한신1차아파트,194730101
5200338000,338,41,엄궁한신1차아파트,194730101
5200123000,123,69,한신아파트정문,194730201
5200123000,123,70,한신아파트후문,194730202
5200016000,16,12,하단SK뷰아파트앞,194730301
5200068000,68,47,하단SK뷰아파트앞,194730301
5200126000,126,46,하단SK뷰아파트앞,194730301
5200128100,128-1,77,하단SK뷰아파트앞,194730301
5200138000,138,118,하단SK뷰아파트앞,194730301
5200138100,138-1,135,하단SK뷰아파트앞,194730301
5200338000,338,89,하단SK뷰아파트앞,194730301
5200016000,16,2,쌍용스윗닷홈,194740101
5200123000,123,72,쌍용스윗닷홈,194740101
5200016000,16,1,대동아파트,194740102
5200123000,123,71,대동아파트,194740102
5200016000,16,3,코오롱아파트후문,194740103
5200123000,123,73,코오롱아파트후문,194740103
5200016000,16,4,코오롱아파트정문,194740104
5200123000,123,74,코오롱아파트정문,194740104
5200059000,59,35,사상전화국,194770201
5200077000,77,15,사상전화국,194770201
5200108000,108,66,사상전화국,194770201
5200138000,138,31,사상전화국,194770201
5200059000,59,36,부산구치소,194770202
5200077000,77,16,부산구치소,194770202
5200108000,108,67,부산구치소,194770202
5200138000,138,32,부산구치소,194770202
5200059000,59,37,주례교차로,194770203
5200077000,77,17,주례교차로,194770203
5200108000,108,68,주례교차로,194770203
5200138000,138,33,주례교차로,194770203
5200008000,8,53,사상전화국,194770401
5200015000,15,45,사상전화국,194770401
5200161000,161,65,사상전화국,194770401
5203003000,3003,29,사상전화국,194770401
5291507000,사상구7,30,롯데정비,194790201
5200126000,126,29,금강화학,194790301
5200126000,126,110,금강화학,194800101
5200126000,126,111,국제식품,194800102
5200126000,126,31,서부주유소,194800301
5200126000,126,30,(주)대정.성지,194800302
5200123000,123,67,엄궁농산물도매시장,194860201
5200016000,16,92,엄궁롯데캐슬,194900101
5200031000,31,95,주례우체국,194920102
5200033000,33,88,주례우체국,194920102
5200061000,61,13,주례우체국,194920102
5200062000,62,56,주례우체국,194920102
5200138100,138-1,41,주례우체국,194920102
5200160000,160,30,주례우체국,194920102
5200169000,169,97,주례우체국,194920102
5200186000,186,77,주례우체국,194920102
5201004F00,1004-F,47,주례우체국,194920102
5291502100,사상구2-1,19,주례새마을금고본점,194920103
5200031000,31,63,북부산세무서.감전역,194920301
5200033000,33,29,북부산세무서.감전역,194920301
5200061000,61,121,북부산세무서.감전역,194920301
5200062000,62,36,북부산세무서.감전역,194920301
5200138100,138-1,120,북부산세무서.감전역,194920301
5200160000,160,74,북부산세무서.감전역,194920301
5200169000,169,26,북부산세무서.감전역,194920301
5200186000,186,67,북부산세무서.감전역,194920301
5201004F00,1004-F,110,북부산세무서.감전역,194920301
5200126000,126,105,삼락생태공원,194940101
5200126000,126,34,삼락생태공원,194940301
5200008000,8,43,KEB하나은행,194950101
5200015000,15,80,KEB하나은행,194950101
5200059000,59,103,KEB하나은행,194950101
5200061000,61,6,KEB하나은행,194950101
5200077000,77,98,KEB하나은행,194950101
5200110000,110,11,KEB하나은행,194950101
5200123000,123,90,KEB하나은행,194950101
5200338000,338,51,KEB하나은행,194950101
5203003000,3003,19,KEB하나은행,194950101
5200077000,77,12,감전시장입구,194950201
5200077000,77,13,감전초등학교,194950202
5200008000,8,49,감전시장,194950301
5200015000,15,41,감전시장,194950301
5200059000,59,31,감전시장,194950301
5200061000,61,128,감전시장,194950301
5200110000,110,95,감전시장,194950301
5200123000,123,46,감전시장,194950301
5200338000,338,79,감전시장,194950301
5200077000,77,104,산업용품유통상가,194950401
5200077000,77,103,서감초등학교,194950402
5200077000,77,105,(구)대도운수종점,194960201
5200126000,126,35,괘법르네시떼역.르네시떼,194970301
5200033000,33,34,덕포시장,194980101
5200059000,59,106,덕포시장,194980101
5200110000,110,14,덕포시장,194980101
5200160000,160,79,덕포시장,194980101
5201004F00,1004-F,115,덕포시장,194980101
5200015000,15,83,덕포시장.덕포역,194980102
5200031000,31,68,덕포시장.덕포역,194980102
5200062000,62,41,덕포시장.덕포역,194980102
5200123000,123,93,덕포시장.덕포역,194980102
5200169000,169,31,덕포시장.덕포역,194980102
5200338000,338,54,덕포시장.덕포역,194980102
5291501100,사상구1-1,6,덕포시장,194980103
5291501100,사상구1-1,7,덕포역,194980104
5200008000,8,50,새벽시장,194990301
5200015000,15,42,새벽시장,194990301
5200059000,59,32,새벽시장,194990301
5200061000,61,129,새벽시장,194990301
5200077000,77,108,새벽시장,194990301
5200110000,110,96,새벽시장,194990301
5200123000,123,47,새벽시장,194990301
5200338000,338,80,새벽시장,194990301
5203003000,3003,28,새벽시장,194990301
5200077000,77,7,제일약국,194990401
5200110000,110,6,제일약국,194990401
5200077000,77,8,럭키슈퍼,195000301
5200110000,110,7,럭키슈퍼,195000301
5200126000,126,102,부산전문장례식장,195010101
5200138100,138-1,27,부산전문장례식장,195010101
5200123000,123,85,진흥스틸,195040401
5200077000,77,111,학장초등학교,195050201
5200110000,110,99,학장초등학교,195050201
5200077000,77,1,학장동 종점,195050202
5200077000,77,112,학장동 종점,195050202
5200108000,108,39,학장초등학교,195050301
5200123000,123,50,학장초등학교,195050301
5200108000,108,64,학장초등학교,195060101
5200123000,123,84,학장초등학교,195060101
5200067000,67,60,학장교차로,195060201
5200068000,68,67,학장교차로,195060201
5200128100,128-1,46,학장교차로,195060201
5200067000,67,36,학장교,195060301
5200068000,68,39,학장교,195060301
5200108000,108,40,학장교,195060301
5200123000,123,51,학장교,195060301
5200128100,128-1,69,학장교,195060301
5200067000,67,56,엄궁중학교,195080101
5200068000,68,63,엄궁중학교,195080101
5200108000,108,60,엄궁중학교,195080101
5200123000,123,80,엄궁중학교,195080101
5200128100,128-1,42,엄궁중학교,195080101
5200067000,67,57,반도보라아파트,195080102
5200068000,68,64,반도보라아파트,195080102
5200108000,108,61,반도보라아파트,195080102
5200123000,123,81,반도보라아파트,195080102
5200128100,128-1,43,반도보라아파트,195080102
5200067000,67,58,학장중학교,195080103
5200068000,68,65,학장중학교,195080103
5200108000,108,62,학장중학교,195080103
5200123000,123,82,학장중학교,195080103
5200128100,128-1,44,학장중학교,195080103
5200067000,67,40,엄궁럭키아파트,195080201
5200068000,68,43,엄궁럭키아파트,195080201
5200108000,108,44,엄궁럭키아파트,195080201
5200123000,123,55,엄궁럭키아파트,195080201
5200128100,128-1,73,엄궁럭키아파트,195080201
5200338000,338,44,경동스틸,195100101
5200338000,338,45,케스텍코리아,195100102
5200126000,126,98,엄궁정비,195100301
5200138000,138,24,엄궁정비,195100301
5200138100,138-1,23,엄궁정비,195100301
5200008000,8,52,학장입구,195110201
5200015000,15,44,학장입구,195110201
5200059000,59,34,학장입구,195110201
5200108000,108,65,학장입구,195110201
5200138000,138,30,학장입구,195110201
5203002000,3002,14,학장입구,195110201
5200077000,77,110,학장입구,195110301
5200108000,108,38,학장입구,195110301
5200110000,110,98,학장입구,195110301
5200123000,123,49,학장입구,195110301
5200008000,8,39,학장입구,195110401
5200015000,15,76,학장입구,195110401
5200059000,59,99,학장입구,195110401
5200061000,61,2,학장입구,195110401
5200138000,138,107,학장입구,195110401
5203002000,3002,34,학장입구,195110401
5200008000,8,38,사상전화국,195120101
5200015000,15,75,사상전화국,195120101
5200061000,61,1,사상전화국,195120101
5200161000,161,53,사상전화국,195120101
5203003000,3003,17,사상전화국,195120101
5200031000,31,93,북부산세무서.감전역,195130101
5200033000,33,86,북부산세무서.감전역,195130101
5200061000,61,11,북부산세무서.감전역,195130101
5200062000,62,54,북부산세무서.감전역,195130101
5200138100,138-1,39,북부산세무서.감전역,195130101
5200160000,160,28,북부산세무서.감전역,195130101
5200169000,169,95,북부산세무서.감전역,195130101
5200186000,186,75,북부산세무서.감전역,195130101
5201004F00,1004-F,45,북부산세무서.감전역,195130101
5200031000,31,94,온골마을입구,195130104
5200033000,33,87,온골마을입구,195130104
5200061000,61,12,온골마을입구,195130104
5200062000,62,55,온골마을입구,195130104
5200138100,138-1,40,온골마을입구,195130104
5200160000,160,29,온골마을입구,195130104
5200169000,169,96,온골마을입구,195130104
5200186000,186,76,온골마을입구,195130104
5201004F00,1004-F,46,온골마을입구,195130104
5200077000,77,14,북부산세무서.감전역,195130201
5200161000,161,63,북부산세무서.감전역,195130201
5200077000,77,95,북부산세무서.감전역,195140101
5200161000,161,55,북부산세무서.감전역,195140101
5200161000,161,64,사상구청,195140301
5291507000,사상구7,6,북부운전면허시험장,195150101
5291507000,사상구7,5,사상소방서,195150102
5291507000,사상구7,41,덕포시장.사상생활사박물관,195160301
5291507000,사상구7,42,삼락생태공원,195160302
5200126000,126,107,삼락동행정복지센터,195170301
5291507000,사상구7,39,북부운전면허시험장,195200301
5291507000,사상구7,40,사상소방서,195200302
5200008000,8,54,학장교차로,195230201
5200015000,15,46,학장교차로,195230201
5200161000,161,66,학장교차로,195230201
5200033100,33-1,50,덕포청구아파트,195240301
5200062000,62,46,덕포청구아파트,195240301
5200128100,128-1,58,덕포청구아파트,195240301
5200129100,129-1,63,덕포청구아파트,195240301
5200033100,33-1,48,한전북부산지점,195250101
5200062000,62,44,한전북부산지점,195250101
5200128100,128-1,56,한전북부산지점,195250101
5200129100,129-1,61,한전북부산지점,195250101
5291501100,사상구1-1,41,덕포청구아파트,195250202
5291501100,사상구1-1,12,덕포경동1차아파트,195250301
5291501100,사상구1-1,11,덕포경동2차아파트,195250302
5291501100,사상구1-1,10,덕포청구아파트,195250303
5291501100,사상구1-1,13,오양힐타운아파트,195250304
5200008000,8,42,감전시장,195260101
5200015000,15,79,감전시장,195260101
5200059000,59,102,감전시장,195260101
5200061000,61,5,감전시장,195260101
5200077000,77,11,감전시장,195260101
5200110000,110,10,감전시장,195260101
5200123000,123,89,감전시장,195260101
5200338000,338,50,감전시장,195260101
5200077000,77,94,사상구청,195270101
5200161000,161,54,사상구청,195270101
5200126000,126,38,감전동,195290301
5200138000,138,110,감전동,195290301
5200138100,138-1,127,감전동,195290301
5291502100,사상구2-1,4,주감초등학교,195310101
5291502200,사상구2-2,4,주감초등학교,195310101
5291502100,사상구2-1,16,주감초등학교,195310201
5291502200,사상구2-2,21,주감초등학교,195310201
5200128100,128-1,50,주감초등학교,195310301
5200129100,129-1,55,주감초등학교,195310301
5200133100,133-1,23,주감초등학교,195310301
5200169100,169-1,67,주감초등학교,195310301
5200129100,129-1,70,보훈병원,195320201
5200133000,133,41,보훈병원,195320201
5200169100,169-1,32,보훈병원,195320201
